,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,Fence,MiscVal,MoSold,YrSold,SalePrice
1160,1161,160,RL,24.0,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,Y,SBrkr,855,601,0,1456,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2,440,TA,TA,Y,0,,0,7,2010,146000
1161,1162,20,RL,,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,Y,SBrkr,1640,0,0,1640,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2,924,TA,TA,Y,0,,0,11,2008,224000
1162,1163,20,RL,109.0,8724,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Y,SBrkr,894,0,0,894,1,0,3,1,TA,5,Typ,1,Po,Attchd,1968.0,Fin,2,450,TA,TA,Y,0,,0,5,2007,129000
1163,1164,90,RL,60.0,12900,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Y,SBrkr,1258,0,0,1258,0,2,0,2,TA,6,Typ,0,,CarPort,1969.0,Unf,2,400,Fa,TA,Y,0,,0,1,2008,108959
1164,1165,80,RL,,16157,Pave,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,Y,SBrkr,1432,0,0,1432,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978.0,Unf,2,588,TA,TA,Y,0,,0,6,2007,194000
1165,1166,20,RL,79.0,9541,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Y,SBrkr,1502,0,0,1502,2,0,3,1,Gd,7,Typ,0,,Attchd,2009.0,RFn,2,644,TA,TA,Y,0,,0,9,2009,233170
1166,1167,20,RL,64.0,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Y,SBrkr,1694,0,0,1694,2,0,3,1,Gd,7,Typ,0,,Attchd,2008.0,RFn,3,776,TA,TA,Y,0,,0,2,2010,245350
1167,1168,60,RL,58.0,10852,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Y,SBrkr,959,712,0,1671,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,472,TA,TA,Y,0,,0,2,2006,173000
1168,1169,70,RL,120.0,13728,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,,0.0,TA,TA,CBlock,Y,SBrkr,1236,872,0,2108,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935.0,Unf,2,540,TA,TA,Y,0,,0,7,2008,235000
1169,1170,60,RL,118.0,35760,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Y,SBrkr,1831,1796,0,3627,3,1,4,1,Gd,10,Typ,1,TA,Attchd,1995.0,Fin,3,807,TA,TA,Y,0,,0,7,2006,625000
1170,1171,80,RL,76.0,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Y,SBrkr,1118,0,0,1118,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977.0,Fin,1,358,TA,TA,Y,576,GdPrv,0,7,2008,171000
1171,1172,20,RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Y,SBrkr,1261,0,0,1261,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2,433,TA,TA,Y,0,,1400,11,2008,163000
1172,1173,160,FV,35.0,4017,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Y,SBrkr,625,625,0,1250,2,1,2,1,Gd,5,Typ,0,,Detchd,2006.0,Fin,2,625,TA,TA,Y,0,,0,3,2008,171900
1173,1174,50,RL,138.0,18030,Pave,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Y,SBrkr,1636,971,479,3086,3,0,3,1,Ex,12,Maj1,1,Gd,,,,0,0,,,Y,0,MnPrv,0,3,2007,200500
1174,1175,70,RL,80.0,16560,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Y,SBrkr,1170,1175,0,2345,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932.0,Unf,2,360,TA,TA,Y,0,,0,7,2006,239000
1175,1176,50,RL,85.0,10678,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Y,SBrkr,2129,743,0,2872,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992.0,Fin,2,541,TA,TA,Y,0,,0,4,2007,285000
1176,1177,20,RL,37.0,6951,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,Y,SBrkr,923,0,0,923,1,0,3,1,TA,5,Typ,0,,Attchd,1984.0,Unf,1,264,TA,TA,Y,0,MnPrv,0,10,2008,119500
1177,1178,50,RM,,3950,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Y,SBrkr,818,406,0,1224,1,0,3,1,TA,5,Typ,0,,Detchd,1926.0,Unf,1,210,TA,TA,N,0,,0,12,2009,115000
1178,1179,50,RL,54.0,7681,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Y,SBrkr,820,523,0,1343,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921.0,Unf,1,186,Fa,TA,Y,0,,0,7,2009,154900
1179,1180,20,RL,77.0,8335,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Slab,Y,SBrkr,1124,0,0,1124,1,0,3,1,TA,5,Min2,1,Gd,,,,0,0,,,N,0,,0,4,2006,93000
1180,1181,60,RL,,11170,Pave,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Wood,Y,SBrkr,1298,1216,0,2514,2,1,4,1,TA,8,Typ,0,,Attchd,1990.0,Fin,2,693,TA,TA,Y,0,GdPrv,0,4,2006,250000
1181,1182,120,RM,64.0,5587,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Y,SBrkr,1652,0,0,1652,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2,482,TA,TA,Y,0,,0,11,2008,392500
1182,1183,60,RL,160.0,15623,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,,0.0,Gd,TA,PConc,Y,SBrkr,2411,2065,0,4476,3,1,4,1,Ex,10,Typ,2,TA,Attchd,1996.0,Fin,3,813,TA,TA,Y,555,MnPrv,0,7,2007,745000
1183,1184,30,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,Y,SBrkr,1130,0,0,1130,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970.0,Unf,2,720,TA,TA,Y,0,,0,6,2006,120000
1184,1185,20,RL,50.0,35133,Grvl,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,Y,SBrkr,1572,0,0,1572,1,1,3,1,TA,5,Typ,2,TA,2Types,1963.0,RFn,3,995,TA,TA,Y,0,,0,5,2007,186700
1185,1186,50,RL,60.0,9738,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,Gd,BrkTil,Y,SBrkr,949,272,0,1221,1,0,4,1,TA,7,Typ,0,,Attchd,1965.0,Unf,1,392,TA,TA,Y,0,,0,3,2006,104900
1186,1187,190,RL,107.0,10615,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Y,SBrkr,1014,685,0,1699,2,0,3,2,TA,7,Typ,0,,CarPort,1920.0,Unf,2,420,Fa,Fa,Y,0,,0,8,2009,95000
1187,1188,20,RL,89.0,12461,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,,0.0,Gd,TA,PConc,Y,SBrkr,1624,0,0,1624,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994.0,RFn,3,757,TA,TA,Y,0,GdPrv,0,7,2006,262000
1188,1189,60,RL,68.0,8935,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Y,SBrkr,831,829,0,1660,2,1,3,1,Gd,7,Typ,0,,Attchd,2002.0,RFn,2,493,TA,TA,Y,0,,0,7,2009,195000
1189,1190,60,RL,60.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Y,SBrkr,1028,776,0,1804,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2,442,TA,TA,Y,0,,0,6,2010,189000
1190,1191,190,RL,,32463,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,Y,SBrkr,1622,0,0,1622,1,0,3,1,TA,7,Typ,1,TA,2Types,1975.0,Fin,4,1356,TA,TA,Y,0,,0,3,2007,168000
1191,1192,160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Y,SBrkr,764,677,0,1441,2,1,2,1,Gd,5,Typ,0,,Detchd,1999.0,Unf,2,492,TA,TA,Y,0,,0,11,2007,174000
1192,1193,50,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Y,SBrkr,842,630,0,1472,1,0,3,1,Gd,6,Typ,0,,Detchd,1925.0,Unf,1,250,TA,Fa,P,0,GdWo,0,7,2007,125000
1193,1194,120,RM,,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Y,SBrkr,1224,0,0,1224,2,0,2,1,TA,5,Typ,0,,Attchd,1999.0,Fin,2,402,TA,TA,Y,0,,0,6,2009,165000
1194,1195,60,RL,80.0,9364,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,Y,SBrkr,663,689,0,1352,1,1,4,1,TA,7,Typ,0,,Attchd,1969.0,Fin,1,299,TA,TA,Y,0,MnPrv,0,3,2010,158000
1195,1196,60,RL,51.0,8029,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Y,SBrkr,728,728,0,1456,2,1,3,1,Gd,8,Typ,0,,Attchd,2005.0,Fin,2,400,TA,TA,Y,0,,0,7,2008,176000
1196,1197,60,RL,58.0,14054,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Y,SBrkr,879,984,0,1863,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,660,TA,TA,Y,0,,0,11,2006,219210
1197,1198,75,RM,65.0,8850,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,Y,SBrkr,815,875,0,1690,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1916.0,Unf,1,225,TA,TA,Y,0,,0,7,2006,144000
1198,1199,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Y,SBrkr,1212,0,0,1212,2,0,3,1,Gd,6,Typ,0,,Attchd,2001.0,RFn,2,573,TA,TA,Y,0,,0,6,2009,178000
1199,1200,20,RL,75.0,11235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,Y,SBrkr,1382,0,0,1382,1,1,3,1,TA,6,Typ,1,Po,Attchd,1974.0,Unf,2,459,TA,TA,Y,0,,0,10,2006,148000
1200,1201,20,RL,71.0,9353,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Y,SBrkr,864,0,0,864,1,0,3,1,TA,5,Typ,0,,Attchd,1972.0,Unf,1,280,TA,TA,Y,0,,0,7,2006,116050
1201,1202,60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Y,SBrkr,866,913,0,1779,2,1,3,1,Gd,6,Typ,0,,Attchd,1998.0,RFn,2,546,TA,TA,Y,0,,0,3,2009,197900
1202,1203,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Y,SBrkr,884,464,0,1348,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1960.0,Unf,1,216,TA,TA,N,0,,0,5,2009,117000
1203,1204,20,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Y,SBrkr,1630,0,0,1630,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2,451,TA,TA,Y,0,,0,10,2009,213000
1204,1205,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Y,SBrkr,1074,0,0,1074,1,1,3,1,TA,6,Typ,0,,Attchd,1975.0,RFn,2,495,TA,TA,Y,0,MnPrv,0,7,2006,153500
1205,1206,20,RL,90.0,14684,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Y,SBrkr,2196,0,0,2196,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,3,701,TA,TA,Y,0,,0,6,2009,271900
1206,1207,20,RH,,8900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Y,SBrkr,1056,0,0,1056,1,0,2,1,TA,5,Typ,0,,Detchd,1966.0,Unf,1,384,TA,TA,Y,0,MnPrv,0,11,2006,107000
1207,1208,20,RL,70.0,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Y,SBrkr,1700,0,0,1700,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2,544,TA,TA,Y,0,,0,5,2006,200000
1208,1209,20,RL,70.0,7763,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,Y,SBrkr,1283,0,0,1283,1,0,3,1,TA,6,Typ,0,,Detchd,1980.0,Unf,2,506,TA,TA,Y,0,,0,10,2008,140000
1209,1210,20,RL,85.0,10182,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Y,SBrkr,1660,0,0,1660,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,500,TA,TA,Y,0,,0,5,2006,290000
1210,1211,60,RL,70.0,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,Y,SBrkr,1055,790,0,1845,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,462,TA,TA,Y,0,GdPrv,400,5,2010,189000
1211,1212,50,RL,152.0,12134,Pave,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,Wood,Y,SBrkr,1080,672,0,1752,2,0,4,1,TA,8,Typ,0,,Basment,1988.0,RFn,2,492,TA,TA,Y,0,,0,6,2010,164000
1212,1213,30,RL,50.0,9340,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Y,SBrkr,672,0,0,672,1,0,2,1,TA,4,Typ,0,,Attchd,1941.0,Unf,1,234,TA,TA,N,0,,0,8,2009,113000
1213,1214,80,RL,,10246,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,Y,SBrkr,960,0,0,960,0,0,0,1,TA,3,Typ,0,,Attchd,1965.0,Unf,1,364,TA,TA,Y,0,,0,5,2006,145000
1214,1215,85,RL,69.0,10205,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Y,SBrkr,999,0,0,999,1,0,3,1,TA,6,Typ,0,,Attchd,1962.0,Unf,1,300,TA,TA,Y,0,,0,5,2006,134500
1215,1216,20,RL,99.0,7094,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Y,SBrkr,894,0,0,894,1,0,3,1,TA,5,Typ,0,,Detchd,1966.0,RFn,1,384,TA,TA,Y,0,MnPrv,0,5,2007,125000
1216,1217,90,RM,68.0,8930,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,Slab,Y,SBrkr,1318,584,0,1902,2,0,4,2,TA,8,Typ,0,,Attchd,1978.0,Unf,2,539,TA,TA,Y,0,,0,4,2010,112000
1217,1218,20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Y,SBrkr,1314,0,0,1314,2,0,3,1,Gd,6,Typ,0,,Attchd,2009.0,RFn,2,552,TA,TA,Y,0,,0,9,2009,229456
1218,1219,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,Slab,N,SBrkr,672,240,0,912,1,0,2,1,TA,3,Typ,0,,,,,0,0,,,N,0,,0,7,2006,80500
1219,1220,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,Y,SBrkr,672,546,0,1218,1,1,3,1,TA,7,Typ,0,,,,,0,0,,,N,0,,0,4,2006,91500
1220,1221,20,RL,66.0,7800,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Y,SBrkr,912,0,0,912,1,0,2,1,TA,5,Typ,0,,Attchd,1964.0,Unf,1,288,TA,TA,Y,0,,0,11,2006,115000
1221,1222,20,RL,55.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Y,SBrkr,1211,0,0,1211,1,0,3,1,TA,5,Typ,1,TA,Attchd,1968.0,Unf,1,322,TA,TA,Y,0,,0,8,2008,134000
1223,1224,20,RL,89.0,10680,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,N,FuseA,2136,0,0,2136,2,0,4,1,TA,7,Mod,0,,Detchd,1951.0,Unf,2,528,TA,TA,Y,0,MnPrv,0,10,2006,137900
1224,1225,60,RL,60.0,15384,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Y,SBrkr,788,702,0,1490,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,388,TA,TA,Y,0,,0,2,2008,184000
1225,1226,80,RL,65.0,10482,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,Y,SBrkr,1138,0,0,1138,1,0,3,1,TA,6,Typ,0,,Attchd,1958.0,RFn,1,264,TA,TA,Y,0,MnWw,0,6,2007,145000
1226,1227,60,RL,86.0,14598,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Y,SBrkr,894,1039,0,1933,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007.0,Fin,3,668,TA,TA,Y,0,,0,1,2008,214000
1227,1228,20,RL,72.0,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,Y,SBrkr,912,0,0,912,1,0,2,1,Gd,5,Typ,0,,Detchd,1992.0,Unf,2,576,TA,TA,Y,0,,0,12,2008,147000
1228,1229,120,RL,65.0,8769,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Y,SBrkr,1702,0,0,1702,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3,1052,TA,TA,Y,0,,0,10,2008,367294
1229,1230,80,RL,70.0,7910,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,,0.0,TA,TA,CBlock,Y,SBrkr,1507,0,0,1507,2,0,4,1,TA,7,Maj1,0,,Basment,1960.0,Unf,1,404,TA,TA,Y,0,GdWo,0,8,2008,127000
